profile_id,email,target_role,archetype,year_of_study,n_skills,core_skills_covered,core_skills_total,core_coverage_pct
f0aea873-9181-ae73-f00c-9f5fea55ee32,student0216@synthetic.seagas.test,Data Scientist,average,3,11,5,6,83.3
82463029-5aa0-e815-cb77-16038eefa874,student0217@synthetic.seagas.test,Data Analyst,weak,2,9,1,7,14.3
d283dfa3-b90f-0b18-d6ce-f9758a753c9e,student0218@synthetic.seagas.test,Cloud Engineer,average,2,7,5,5,100.0
4417639f-6dce-abef-a21f-1f28a5a07046,student0219@synthetic.seagas.test,Data Analyst,strong,3,15,7,7,100.0
3c2c5529-8dc1-2eba-1f80-8e1ce29acf4c,student0220@synthetic.seagas.test,Cybersecurity Analyst,average,3,12,3,4,75.0
ac663647-36a4-4599-3ef0-58b3fc141344,student0221@synthetic.seagas.test,Software Developer,strong,2,13,5,6,83.3
d3a35339-2c31-26c0-4cd8-054c7f69c5de,student0222@synthetic.seagas.test,Cybersecurity Analyst,weak,2,5,3,4,75.0
bb822a13-5193-6ec1-e69f-4f215b385a6a,student0223@synthetic.seagas.test,Software Developer,average,3,12,6,6,100.0
0b56ec02-db4b-04d1-cf09-ba78df35afc6,student0224@synthetic.seagas.test,Software Developer,average,2,12,3,6,50.0
fc03a706-774c-c9de-cf56-e78b47d34d63,student0225@synthetic.seagas.test,Web Developer,average,3,10,4,5,80.0
a87fce58-ce2e-2e2a-d701-597c2bba1b17,student0226@synthetic.seagas.test,Software Developer,average,2,8,4,6,66.7
706e3f71-a99c-a3da-25b5-97c6ab5b2ca1,student0227@synthetic.seagas.test,Data Analyst,average,3,10,4,7,57.1
6f7d696b-69f2-ebec-6a5d-69d9fd6d361c,student0228@synthetic.seagas.test,Data Analyst,average,4,8,5,7,71.4
8ca0a958-e000-5105-417d-4986aeefc38e,student0229@synthetic.seagas.test,Cybersecurity Analyst,weak,2,5,2,4,50.0
d26c8105-6d85-33a2-dd1d-125f248dbf75,student0230@synthetic.seagas.test,Cybersecurity Analyst,average,3,15,3,4,75.0
7904ffb1-443f-f733-1af0-1dd64cd66378,student0231@synthetic.seagas.test,Cybersecurity Analyst,average,2,8,2,4,50.0
bb5ed054-62f8-0d94-23d2-f968e56fd112,student0232@synthetic.seagas.test,Cybersecurity Analyst,weak,4,8,2,4,50.0
4fc1c667-d932-1ab3-0c2c-ef310660d917,student0233@synthetic.seagas.test,Web Developer,average,4,15,3,5,60.0
6d090422-5be0-162e-e8ea-1605ea36fb09,student0234@synthetic.seagas.test,Web Developer,average,2,10,4,5,80.0
c79eeb8e-f799-3edc-5195-4d5631b9b512,student0235@synthetic.seagas.test,Data Analyst,strong,3,14,6,7,85.7
cd7e3ac6-52b7-3f7e-2e2b-6b8de8ce4dc4,student0236@synthetic.seagas.test,Data Analyst,average,2,10,4,7,57.1
9e7677dd-5fa8-f48a-362e-75cf3e573ce2,student0237@synthetic.seagas.test,Software Developer,average,1,13,5,6,83.3
d9f91100-8090-7f22-a059-b9f3a8a0edf5,student0238@synthetic.seagas.test,Data Scientist,strong,3,18,6,6,100.0
650b8d2c-ec2a-db5f-b7bf-a04910645aa4,student0239@synthetic.seagas.test,Data Scientist,weak,2,7,3,6,50.0
b55f0e5d-e502-fd39-b0e0-565ab72423d6,student0240@synthetic.seagas.test,Data Analyst,strong,3,18,7,7,100.0
eb7b8ad8-74b4-9650-7819-bc8179a130ba,student0241@synthetic.seagas.test,Web Developer,average,2,11,4,5,80.0
92095726-489f-c777-1b98-94c52fd81782,student0242@synthetic.seagas.test,Web Developer,strong,2,11,3,5,60.0
231956a8-fc2b-edfc-23ec-b3901514b88a,student0243@synthetic.seagas.test,Software Developer,weak,3,9,3,6,50.0
61539a40-7efa-38a5-d600-8c5a9a6f5a60,student0244@synthetic.seagas.test,Data Scientist,average,4,9,5,6,83.3
bc1a591f-cae8-29a6-f1f8-049a7835f883,student0245@synthetic.seagas.test,Software Developer,average,3,9,3,6,50.0
3ddf5688-0139-bb86-af85-203cf830bea5,student0246@synthetic.seagas.test,Data Analyst,average,4,14,7,7,100.0
2c59adbb-f298-b8b0-1996-dcafcdc7bd02,student0247@synthetic.seagas.test,Cloud Engineer,average,3,14,5,5,100.0
9ac63645-022d-a24e-45ae-f0920c2a89d8,student0248@synthetic.seagas.test,Data Analyst,weak,2,10,3,7,42.9
58180fb9-653a-c312-9de8-eab0244ae9f0,student0249@synthetic.seagas.test,Data Analyst,average,2,11,6,7,85.7
8b1035df-14fb-11b7-181c-b16f9439f63e,student0250@synthetic.seagas.test,Cloud Engineer,strong,3,13,5,5,100.0
e4588c5e-f608-f37b-c6f6-4c515278db82,student0251@synthetic.seagas.test,Cloud Engineer,strong,3,12,5,5,100.0
83c6e86c-bc5f-eb6a-ab16-35f01e3640b1,student0252@synthetic.seagas.test,Data Analyst,average,1,9,6,7,85.7
d53690b0-d239-abdf-570b-ee9734469c32,student0253@synthetic.seagas.test,Cloud Engineer,average,4,11,5,5,100.0
d8302225-0885-dbcf-f57e-cb8e4cf83b40,student0254@synthetic.seagas.test,Web Developer,strong,4,13,5,5,100.0
c6e6921d-a6d8-7a72-352b-a3e3c43b5ba7,student0255@synthetic.seagas.test,Data Analyst,average,3,13,7,7,100.0
4eba2d22-7c0b-b276-4eee-848008405335,student0256@synthetic.seagas.test,Data Analyst,strong,4,11,5,7,71.4
e7940b08-78e0-e9ac-279c-e2d1507c2d8d,student0257@synthetic.seagas.test,Cybersecurity Analyst,average,1,10,4,4,100.0
5863229c-02d8-eb63-00fe-6cccbee9d208,student0258@synthetic.seagas.test,Data Scientist,average,3,13,3,6,50.0
0c3b491f-bb27-dcbb-9038-3703cf12b313,student0259@synthetic.seagas.test,Data Analyst,average,2,8,6,7,85.7
c2b787b1-52bf-3c8a-719a-704d6db4f3b8,student0260@synthetic.seagas.test,Cloud Engineer,average,2,10,3,5,60.0
aecc015a-ecec-b339-a064-c0ccbd279fd8,student0261@synthetic.seagas.test,Software Developer,average,4,8,2,6,33.3
e5c8c601-dbcc-ee78-9ccc-3ea8c486ca71,student0262@synthetic.seagas.test,Software Developer,strong,2,14,5,6,83.3
b42176c0-e763-b8fe-65da-b531190dcc47,student0263@synthetic.seagas.test,Data Scientist,strong,3,11,5,6,83.3
60a69e36-45d9-6457-a10d-b698a111bdbc,student0264@synthetic.seagas.test,Data Analyst,weak,2,9,3,7,42.9
779ee330-6ded-23f8-9d60-cc7341b74316,student0265@synthetic.seagas.test,Software Developer,weak,1,3,1,6,16.7
46be81c7-caec-3e30-5de9-1f0f749b5bee,student0266@synthetic.seagas.test,Web Developer,weak,3,6,3,5,60.0
dd9c829a-76fc-5c77-751f-0dda6759a88b,student0267@synthetic.seagas.test,Web Developer,strong,2,14,4,5,80.0
a7355dab-e6a8-57d1-f782-8ca18a25cb4a,student0268@synthetic.seagas.test,Web Developer,strong,2,12,4,5,80.0
9386e7f1-2c76-5e0e-68a0-072bcc158832,student0269@synthetic.seagas.test,Software Developer,weak,1,6,2,6,33.3
b50c39ce-88ef-c6f6-65dc-8a7e3756befe,student0270@synthetic.seagas.test,Web Developer,average,4,11,4,5,80.0
b6045b36-c0af-daf5-67f6-3583e76cc750,student0271@synthetic.seagas.test,Web Developer,weak,4,6,3,5,60.0
c310b79e-a5ba-be26-c2fc-1353f67bd794,student0272@synthetic.seagas.test,Software Developer,average,3,13,4,6,66.7
acd397e7-afe4-4754-d15c-a103a5cb190f,student0273@synthetic.seagas.test,Data Scientist,average,1,10,4,6,66.7
0cd06a34-d97e-049e-1896-88febb94777a,student0274@synthetic.seagas.test,Software Developer,strong,3,17,6,6,100.0
66c62fc8-7ef8-3fa6-d8bd-2133916a50b7,student0275@synthetic.seagas.test,Software Developer,average,2,10,3,6,50.0
3e8b8467-120c-108e-b964-502130ff1f0f,student0276@synthetic.seagas.test,Data Scientist,strong,1,13,5,6,83.3
0454f5a1-62a3-9105-d55d-59ed011a4361,student0277@synthetic.seagas.test,Software Developer,weak,4,9,4,6,66.7
0052b9cc-e828-bb22-3e69-e1295c359d67,student0278@synthetic.seagas.test,Web Developer,average,3,12,3,5,60.0
aacf1558-1c70-20b5-d1ab-143fcbd880b8,student0279@synthetic.seagas.test,Cloud Engineer,strong,1,14,5,5,100.0
557d5543-d745-f3fb-15cd-e4097a995fba,student0280@synthetic.seagas.test,Software Developer,average,4,9,2,6,33.3
2f138be4-263b-8860-5953-d9c08b75f3fd,student0281@synthetic.seagas.test,Software Developer,average,2,13,5,6,83.3
3e9a521d-b2b8-b4de-28e8-78985f5ab599,student0282@synthetic.seagas.test,Cybersecurity Analyst,strong,4,16,3,4,75.0
ad40134e-8557-c6aa-3614-10a8386754a2,student0283@synthetic.seagas.test,Data Scientist,weak,3,6,0,6,0.0
7a197bbb-60df-ea78-1271-6f048d5a9e8d,student0284@synthetic.seagas.test,Cloud Engineer,average,4,10,2,5,40.0
52e74fa7-5ea5-c313-5ef8-707541b51e5b,student0285@synthetic.seagas.test,Data Analyst,average,2,9,5,7,71.4
50c8501f-0ddc-303c-c787-021c743b4f4f,student0286@synthetic.seagas.test,Web Developer,average,3,10,3,5,60.0
cb7e7784-02b5-0216-83eb-6cce8af194e6,student0287@synthetic.seagas.test,Cloud Engineer,strong,4,15,5,5,100.0
013a7943-eacf-cefb-c462-23936070fd1e,student0288@synthetic.seagas.test,Web Developer,average,3,8,4,5,80.0
ebe01de0-7bf9-18f0-ed5e-f65ee2661f5e,student0289@synthetic.seagas.test,Data Analyst,weak,3,5,0,7,0.0
10627761-fdb5-36ad-a9da-5dd755370e6d,student0290@synthetic.seagas.test,Data Scientist,weak,2,7,2,6,33.3
537b8436-6ed9-a39d-5a88-1ca43b4d3447,student0291@synthetic.seagas.test,Data Analyst,weak,4,10,6,7,85.7
d0d93b8b-582a-00f0-8cfe-021d2b933a75,student0292@synthetic.seagas.test,Cybersecurity Analyst,strong,2,10,3,4,75.0
a7eb7d25-a2c9-8d78-2119-d4ff056bc7bf,student0293@synthetic.seagas.test,Web Developer,weak,4,6,3,5,60.0
2c1c0a75-3df1-e70e-dbb5-d0f9aee65375,student0294@synthetic.seagas.test,Software Developer,weak,3,11,4,6,66.7
11b7664a-fd92-2b6f-b21e-2700e1476a7f,student0295@synthetic.seagas.test,Data Analyst,strong,4,15,7,7,100.0
dca78898-84f6-1a6e-4f91-820aeb59baa7,student0296@synthetic.seagas.test,Cloud Engineer,weak,3,6,1,5,20.0
65f2d47e-bdd4-27f3-2cea-49944219ae92,student0297@synthetic.seagas.test,Data Analyst,average,4,12,4,7,57.1
bb76e48f-e8d1-81dc-474b-a3406c2d1000,student0298@synthetic.seagas.test,Cybersecurity Analyst,average,1,5,2,4,50.0
f5b48747-77ff-9820-f5cb-5605fce77237,student0299@synthetic.seagas.test,Cloud Engineer,average,4,18,4,5,80.0
39cbf01f-fa08-c994-fddf-bfe09c886793,student0300@synthetic.seagas.test,Cybersecurity Analyst,strong,2,14,3,4,75.0
28479019-ab31-0d48-9ee7-c59e76ac5ae6,student0301@synthetic.seagas.test,Software Developer,average,3,9,3,6,50.0
a9850f62-0404-ed5e-174e-6248da27f919,student0302@synthetic.seagas.test,Software Developer,average,2,11,5,6,83.3
8a2cc93d-c0ef-4f70-ec1f-fcbd87569963,student0303@synthetic.seagas.test,Cybersecurity Analyst,average,2,8,3,4,75.0
00533212-66ae-02c5-a958-90e7b71247c4,student0304@synthetic.seagas.test,Software Developer,average,3,14,4,6,66.7
ed1928e5-9bd3-cc80-d800-690a9d5530b0,student0305@synthetic.seagas.test,Cybersecurity Analyst,average,3,5,1,4,25.0
4324805c-74ec-7d15-f1d5-892bb13b482c,student0306@synthetic.seagas.test,Cybersecurity Analyst,weak,3,5,1,4,25.0
6667c06b-f0f4-63a9-ced3-6e6645233269,student0307@synthetic.seagas.test,Data Analyst,weak,4,12,5,7,71.4
845d0f4f-beef-6c30-e6b5-20f5ae73e215,student0308@synthetic.seagas.test,Software Developer,strong,3,12,5,6,83.3
bf0e489d-0bb3-86db-c000-58950670443c,student0309@synthetic.seagas.test,Software Developer,average,3,5,1,6,16.7
60ac0afb-7304-109b-f78b-f1c1ac15f7e3,student0310@synthetic.seagas.test,Cybersecurity Analyst,weak,4,5,2,4,50.0
b9d0832f-b5d7-9e8e-8f21-e8ec4e92f237,student0311@synthetic.seagas.test,Web Developer,average,3,9,5,5,100.0
396351d0-7b30-6b99-e7de-53d5fb329ae3,student0312@synthetic.seagas.test,Cloud Engineer,average,4,9,5,5,100.0
093c7786-a5d4-8c65-51d8-ed0cdd1096b3,student0313@synthetic.seagas.test,Cybersecurity Analyst,strong,3,12,4,4,100.0
4503f517-5f07-46c1-a7c1-ca53dcb9dc82,student0314@synthetic.seagas.test,Data Analyst,average,4,10,5,7,71.4
278e4cfc-579f-875d-d329-4a71b697492f,student0315@synthetic.seagas.test,Software Developer,average,2,13,5,6,83.3
bde2c14d-4305-7119-4da7-2051d84fb1fe,student0316@synthetic.seagas.test,Web Developer,average,4,9,4,5,80.0
b184add3-1cf9-159b-f2cc-ad215e29579d,student0317@synthetic.seagas.test,Data Analyst,strong,2,12,6,7,85.7
e1c8cc3e-bf6b-4fd7-3f9b-754c677862ae,student0318@synthetic.seagas.test,Web Developer,weak,2,4,1,5,20.0
a94a2ef6-1f2a-09b9-e5ba-54e7f56fc67d,student0319@synthetic.seagas.test,Data Analyst,average,3,11,4,7,57.1
2f90e997-d53c-9528-2f85-6d05e995bd67,student0320@synthetic.seagas.test,Data Analyst,average,2,10,4,7,57.1
5b15e527-f7d0-46d0-69f0-3ffee7820d38,student0321@synthetic.seagas.test,Data Analyst,strong,3,12,7,7,100.0
9ab3d403-5ac7-74f5-096c-638a5ffe6918,student0322@synthetic.seagas.test,Data Analyst,average,3,6,2,7,28.6
47412b10-96ed-e17e-1168-a8a6a63c00a2,student0323@synthetic.seagas.test,Cloud Engineer,weak,1,7,2,5,40.0
f1a19dab-7303-a903-8274-9f61431b9f9f,student0324@synthetic.seagas.test,Software Developer,strong,3,12,6,6,100.0
c98718fa-bbaa-aa00-08de-215083fc5866,student0325@synthetic.seagas.test,Software Developer,weak,2,8,2,6,33.3
2d88cdbf-e97a-f873-00d4-c31129a48136,student0326@synthetic.seagas.test,Cybersecurity Analyst,average,3,12,3,4,75.0
2b1cd0d3-dace-f960-48d5-a1c51ef9aad8,student0327@synthetic.seagas.test,Data Scientist,average,4,6,3,6,50.0
eb30ea1a-9e7b-fe5a-2276-2a35c5d376db,student0328@synthetic.seagas.test,Cybersecurity Analyst,weak,3,5,0,4,0.0
311381e9-a5ea-2820-619e-a1dfe867eaeb,student0329@synthetic.seagas.test,Cybersecurity Analyst,strong,3,13,4,4,100.0
cade2081-e308-2448-1029-2c1270fc3404,student0330@synthetic.seagas.test,Software Developer,weak,3,10,3,6,50.0
c284d2f5-78ec-798b-b883-2e4e0c1d7fd5,student0331@synthetic.seagas.test,Data Analyst,weak,3,4,0,7,0.0
1b60a402-cb9c-a88c-a238-f54ba05a582f,student0332@synthetic.seagas.test,Data Scientist,weak,3,3,1,6,16.7
ed584d65-967b-35b8-cd70-38f4f8d822ef,student0333@synthetic.seagas.test,Web Developer,average,3,8,3,5,60.0
ae1a309e-ef55-4b80-edd8-ece81af3c49c,student0334@synthetic.seagas.test,Software Developer,average,2,11,5,6,83.3
a51432f8-e03a-aa06-5550-7cf0a0eab37e,student0335@synthetic.seagas.test,Web Developer,average,4,6,3,5,60.0
f025bd70-ab1e-26b7-5c4e-3ef222d5df3d,student0336@synthetic.seagas.test,Data Analyst,strong,2,14,7,7,100.0
c50d751e-6b11-2953-9ba0-11d637486850,student0337@synthetic.seagas.test,Software Developer,weak,1,3,2,6,33.3
ab7abdeb-7430-ba0d-b0b9-64acaf327821,student0338@synthetic.seagas.test,Data Analyst,average,3,10,6,7,85.7
425e3ac3-b053-8ba8-f455-8bdeae962d14,student0339@synthetic.seagas.test,Data Scientist,average,3,6,4,6,66.7
c6012ed5-f883-f532-d56c-02870cd837a6,student0340@synthetic.seagas.test,Cloud Engineer,weak,3,10,2,5,40.0
53357525-bd32-9999-0197-106fd51b62b3,student0341@synthetic.seagas.test,Cloud Engineer,weak,1,11,2,5,40.0
7cd6aaf9-8053-d634-8eed-838597e18094,student0342@synthetic.seagas.test,Data Analyst,average,2,11,5,7,71.4
97877d94-2b09-f48e-f2f0-3734b42473b7,student0343@synthetic.seagas.test,Cybersecurity Analyst,weak,3,6,2,4,50.0
460e372b-ac2d-0f39-10c7-9b7c48a84b3a,student0344@synthetic.seagas.test,Data Analyst,weak,4,8,3,7,42.9
1ca6edcc-eb40-e2bc-732e-1a5138968e31,student0345@synthetic.seagas.test,Software Developer,strong,3,15,5,6,83.3
f883dac3-2f1b-621c-28e5-c281905f4447,student0346@synthetic.seagas.test,Data Scientist,average,3,13,5,6,83.3
5a7aea76-0bc4-e069-1af8-8e4665d370e5,student0347@synthetic.seagas.test,Data Analyst,average,3,5,3,7,42.9
5d22cfba-1972-aec9-9476-f6173d8ecdff,student0348@synthetic.seagas.test,Web Developer,average,3,11,4,5,80.0
5c66f44b-2901-6181-6266-c153736c1975,student0349@synthetic.seagas.test,Software Developer,average,1,11,4,6,66.7
c05c2cf8-1709-a4cc-1ba1-f57c5c6aec85,student0350@synthetic.seagas.test,Software Developer,average,4,11,5,6,83.3
b6c00396-3208-e490-6c76-d0efaa7d8c3e,student0351@synthetic.seagas.test,Software Developer,weak,2,10,2,6,33.3
a5285f17-c3c1-a61a-5fe9-88897eef8777,student0352@synthetic.seagas.test,Data Analyst,average,2,10,4,7,57.1
9e2dcf10-6177-4e24-c34a-c9c46520a744,student0353@synthetic.seagas.test,Web Developer,strong,1,13,5,5,100.0
f1f98512-bada-78c1-c387-68b974021562,student0354@synthetic.seagas.test,Data Analyst,weak,3,6,3,7,42.9
0f3eb869-4568-1792-0592-6d6a2ae674ae,student0355@synthetic.seagas.test,Data Analyst,strong,2,12,7,7,100.0
efaecf4f-eebb-4c06-1b7c-1a9e283d60f3,student0356@synthetic.seagas.test,Data Scientist,average,3,11,4,6,66.7
d422c59b-084e-c551-b609-b146e67aa688,student0357@synthetic.seagas.test,Software Developer,average,2,8,3,6,50.0
6cc37514-9257-e288-15d4-8ee832bd08a9,student0358@synthetic.seagas.test,Cybersecurity Analyst,average,2,11,3,4,75.0
b854ac7c-a6a3-74d9-646c-a6f33a81481e,student0359@synthetic.seagas.test,Cybersecurity Analyst,strong,2,14,4,4,100.0
beac2657-6678-b006-b863-271558bff12f,student0360@synthetic.seagas.test,Data Scientist,average,3,8,5,6,83.3
fb2427c0-365c-4100-549c-afee292c05f0,student0361@synthetic.seagas.test,Web Developer,average,1,9,4,5,80.0
d16f6817-9ca5-16d6-906d-c63b36634891,student0362@synthetic.seagas.test,Cloud Engineer,weak,3,7,1,5,20.0
7a04166d-6a09-7adb-d76e-5aa5938107e2,student0363@synthetic.seagas.test,Cybersecurity Analyst,average,3,7,3,4,75.0
87cc9f07-da6d-46d1-7873-44abb8f39f1a,student0364@synthetic.seagas.test,Software Developer,strong,2,14,5,6,83.3
64e5cdc7-be85-300c-285e-db0278163f76,student0365@synthetic.seagas.test,Data Analyst,weak,3,7,2,7,28.6
8b5a5b7b-8bb2-44fd-7dd9-ec07a0616b25,student0366@synthetic.seagas.test,Cloud Engineer,average,2,6,3,5,60.0
00eaf991-8c2b-cb77-6479-4eeadf78f5e3,student0367@synthetic.seagas.test,Cybersecurity Analyst,average,2,11,4,4,100.0
38185ffb-2295-f29d-7146-96760141eaf2,student0368@synthetic.seagas.test,Data Analyst,average,1,11,5,7,71.4
056fc94b-4035-9cc0-afea-34bbc5f7f8ab,student0369@synthetic.seagas.test,Web Developer,strong,1,13,5,5,100.0
693f6dd8-9595-7d54-28ae-1f987c7c0478,student0370@synthetic.seagas.test,Data Analyst,weak,3,3,0,7,0.0
1ef47373-4b23-f06e-0bf7-3e360f12430b,student0371@synthetic.seagas.test,Software Developer,weak,3,3,1,6,16.7
057d4194-9ecf-8c9b-6f93-01f634441e35,student0372@synthetic.seagas.test,Cloud Engineer,average,3,9,5,5,100.0
620423f1-08f5-3973-0663-7e426e4e8497,student0373@synthetic.seagas.test,Web Developer,average,3,11,4,5,80.0
f2e943a9-fb1e-1f84-606c-74d156cf7658,student0374@synthetic.seagas.test,Web Developer,average,1,12,2,5,40.0
e26f6587-4ff2-5f79-3ed2-8bad939ca12e,student0375@synthetic.seagas.test,Web Developer,strong,2,14,4,5,80.0
2249655d-2132-2b90-9daf-e686f0f0e58d,student0376@synthetic.seagas.test,Cloud Engineer,strong,3,12,4,5,80.0
d4a44cfa-e222-a2ba-610a-eb6c955a8d3d,student0377@synthetic.seagas.test,Data Analyst,average,3,12,4,7,57.1
698ca52b-fab6-819c-b53e-4fe3e32bf644,student0378@synthetic.seagas.test,Web Developer,average,3,11,4,5,80.0
b26cd381-7804-249e-75f7-b3dc70cf8953,student0379@synthetic.seagas.test,Cybersecurity Analyst,average,3,13,3,4,75.0
02b294be-879f-aa84-51ef-7bf20310f80a,student0380@synthetic.seagas.test,Cybersecurity Analyst,average,3,12,4,4,100.0
38e609a6-2440-1bef-1450-dd1728664c3c,student0381@synthetic.seagas.test,Data Analyst,average,2,6,2,7,28.6
8f6559e4-7d76-5345-867d-28bc00061bf4,student0382@synthetic.seagas.test,Web Developer,average,4,10,4,5,80.0
732cccb9-8d83-b04e-3e09-78798c2993cd,student0383@synthetic.seagas.test,Software Developer,weak,2,8,4,6,66.7
ae3750ce-c43b-18b0-6d99-6b2b1e6f1679,student0384@synthetic.seagas.test,Web Developer,strong,2,13,5,5,100.0
fecdd103-6292-fb95-68aa-a4f9ed6f576f,student0385@synthetic.seagas.test,Software Developer,strong,4,12,5,6,83.3
868d2c9b-e076-eab8-a5b0-eca4461c5e81,student0386@synthetic.seagas.test,Data Analyst,average,2,7,4,7,57.1
0eee21c3-89a9-b21c-229a-a1476c62487f,student0387@synthetic.seagas.test,Data Analyst,average,3,10,5,7,71.4
aa3af6b7-bd2a-9da3-ca5c-6f9ad873ef5a,student0388@synthetic.seagas.test,Web Developer,weak,3,11,4,5,80.0
2f82ffd6-53ae-2240-3573-fdb6eb293beb,student0389@synthetic.seagas.test,Software Developer,weak,1,5,1,6,16.7
6c65ffc0-be13-e321-5397-b17a6a09e05b,student0390@synthetic.seagas.test,Cybersecurity Analyst,average,2,9,3,4,75.0
f3ce346f-aa27-9626-1729-5279db69f162,student0391@synthetic.seagas.test,Software Developer,average,4,10,5,6,83.3
6da0d5a3-8918-68eb-7bc8-a925a393d432,student0392@synthetic.seagas.test,Software Developer,average,1,8,4,6,66.7
a7f81262-bec0-b0a1-bc57-4f4cff346fe9,student0393@synthetic.seagas.test,Data Scientist,weak,2,6,3,6,50.0
7e8f0cff-7ddf-d0cc-8c22-41eaaf126682,student0394@synthetic.seagas.test,Cybersecurity Analyst,average,3,14,3,4,75.0
0705e2d5-82dc-4b59-c770-207a1fd35c48,student0395@synthetic.seagas.test,Cybersecurity Analyst,weak,1,3,1,4,25.0
7e2e5641-7cd7-aea8-3af9-40f50e9c4a6b,student0396@synthetic.seagas.test,Web Developer,average,3,12,4,5,80.0
6339a865-0d5a-9251-89f1-b1a9a10fbf9e,student0397@synthetic.seagas.test,Cybersecurity Analyst,strong,2,15,4,4,100.0
67b9b1f9-e5a4-72ca-414c-2daf8b5ec0e5,student0398@synthetic.seagas.test,Web Developer,average,3,7,3,5,60.0
5afdf463-08b7-7c51-458d-971c1c696395,student0399@synthetic.seagas.test,Cybersecurity Analyst,average,4,11,3,4,75.0
24551e23-8276-c48c-9ff8-4ad87af8c27f,student0400@synthetic.seagas.test,Web Developer,average,1,5,1,5,20.0
b8942998-3532-ea2e-acf8-5ea78ec0793d,student0401@synthetic.seagas.test,Software Developer,average,2,11,5,6,83.3
5e8f972e-4d59-3c14-82db-34f352c3c305,student0402@synthetic.seagas.test,Cloud Engineer,average,1,8,5,5,100.0
f1982abd-927a-08aa-1ccd-29c6b52de69a,student0403@synthetic.seagas.test,Software Developer,weak,2,4,0,6,0.0
45553ab3-433d-3d6a-0bf0-7d81e338cce9,student0404@synthetic.seagas.test,Data Analyst,average,4,8,5,7,71.4
1e08b398-dd37-ef7c-9610-da6e4ca50346,student0405@synthetic.seagas.test,Data Scientist,weak,2,5,0,6,0.0
e03eeb6f-67e7-0efb-9292-057ffb894819,student0406@synthetic.seagas.test,Cloud Engineer,weak,1,6,2,5,40.0
f27c75ed-d491-4931-a2ad-03d60d0a5493,student0407@synthetic.seagas.test,Cybersecurity Analyst,average,3,11,4,4,100.0
3422bb5a-d9cc-21d2-2d9c-60cd5ea03d42,student0408@synthetic.seagas.test,Cybersecurity Analyst,strong,2,15,4,4,100.0
e877770e-ae51-9a9b-8113-2981caedf979,student0409@synthetic.seagas.test,Software Developer,average,2,12,5,6,83.3
6f488673-6893-9da2-7a43-84199ddd7ecc,student0410@synthetic.seagas.test,Web Developer,average,3,11,5,5,100.0
98e81d6f-0c05-5bb3-01a0-78f51565fe66,student0411@synthetic.seagas.test,Software Developer,average,2,12,5,6,83.3
4b7f5fa6-477c-f98d-b474-d20a753e7a37,student0412@synthetic.seagas.test,Data Analyst,weak,2,2,1,7,14.3
7847074d-9abc-d9bf-f5dd-342259415c99,student0413@synthetic.seagas.test,Software Developer,strong,2,16,5,6,83.3
da2de42e-7242-e3dd-48b8-2b0aedb36225,student0414@synthetic.seagas.test,Software Developer,average,2,14,4,6,66.7
0f0cffa1-71d7-c324-a5a5-8349016b0531,student0415@synthetic.seagas.test,Cybersecurity Analyst,strong,1,10,4,4,100.0
0f00aaa8-9380-8821-54e7-b6000ec41539,student0416@synthetic.seagas.test,Data Analyst,strong,4,12,7,7,100.0
e8649a16-4145-0000-9dc1-127139056a43,student0417@synthetic.seagas.test,Data Scientist,average,3,12,5,6,83.3
1982e948-c757-5d20-46c6-5b1e9a1e0227,student0418@synthetic.seagas.test,Software Developer,average,3,14,6,6,100.0
ff0ba26b-bd15-17d2-8cfe-63459554be4c,student0419@synthetic.seagas.test,Cloud Engineer,average,4,12,2,5,40.0
d528f013-cd5e-2dcb-359c-8f9245a178fa,student0420@synthetic.seagas.test,Cloud Engineer,average,4,10,3,5,60.0
dd968c25-1322-c4b9-0140-27e54fcdefd4,student0421@synthetic.seagas.test,Data Scientist,average,3,11,5,6,83.3
fa3fea1e-6013-cf28-184c-d43f008f90ae,student0422@synthetic.seagas.test,Cybersecurity Analyst,weak,1,6,1,4,25.0
7870c89c-4e15-24f2-599f-9fed952e3305,student0423@synthetic.seagas.test,Software Developer,average,4,14,6,6,100.0
c7696a46-090a-f3e0-8772-dff7dab92589,student0424@synthetic.seagas.test,Web Developer,weak,4,12,3,5,60.0
cadd5626-7885-c68f-1a70-300195405966,student0425@synthetic.seagas.test,Data Analyst,weak,3,7,4,7,57.1
2ba41da8-c820-ac8a-86e0-31408e456886,student0426@synthetic.seagas.test,Software Developer,average,2,15,4,6,66.7
7dc0242f-62be-486b-4789-46719374f923,student0427@synthetic.seagas.test,Cybersecurity Analyst,average,3,8,3,4,75.0
5536bd5f-9e2b-5770-2c4d-8acd845c7a3e,student0428@synthetic.seagas.test,Web Developer,strong,3,10,5,5,100.0
6afcdf87-2e3f-a03a-ffe0-8f41c65abb30,student0429@synthetic.seagas.test,Data Analyst,weak,2,5,2,7,28.6
32b5a6a4-f9a7-203c-86e1-abafdd0f8a48,student0430@synthetic.seagas.test,Software Developer,average,2,11,4,6,66.7
992c28a2-f31b-a715-85f0-119069f5af52,student0431@synthetic.seagas.test,Software Developer,average,3,7,4,6,66.7
3f00196f-5af8-3ec8-04ce-b8ebd2a43f25,student0432@synthetic.seagas.test,Web Developer,weak,2,6,1,5,20.0
