project_id,profile_id,project_title,description,technologies,project_type,year_completed,created_at
b24b007b-4c66-d04f-64b1-1c490c0cf61e,62b61594-10f4-c941-8fc7-ad793b8ede31,Student Performance Predictor,Predicted at-risk students from academic records.,"{""Machine Learning"",""Data Analysis"",""R""}",personal,2026,2026-07-28 12:30:00
b3133c8e-9ec6-c95e-e1f2-17be39f99c64,87e81b25-a971-5404-79ea-e46107516daa,Sentiment Analysis of Product Reviews,Classified Shopee product reviews using NLP techniques.,"{""Python"",""Natural Language Processing"",""Machine Learning""}",academic,2026,2026-09-09 11:52:00
e128b9a8-d2f6-29ca-bbe2-77ba384a9967,87e81b25-a971-5404-79ea-e46107516daa,Plant Disease Image Classifier,CNN model to detect leaf diseases from photos.,"{""Deep Learning"",""Python""}",personal,2025,2026-09-09 11:52:00
a30bd3b5-58fe-7bd2-341d-85cdc9257285,87e81b25-a971-5404-79ea-e46107516daa,Student Performance Predictor,Predicted at-risk students from academic records.,"{""Machine Learning"",""Data Analysis"",""R""}",academic,2025,2026-09-09 11:52:00
29a099de-aa10-e595-8ee2-51809fb109a3,6e43b319-f929-9271-b220-58f9bdb2fd9e,Sentiment Analysis of Product Reviews,Classified Shopee product reviews using NLP techniques.,"{""Python"",""Natural Language Processing"",""Machine Learning""}",academic,2026,2026-08-19 06:48:00
37a2a180-0a7b-e6e7-7430-0ccc03fddd08,6e43b319-f929-9271-b220-58f9bdb2fd9e,Plant Disease Image Classifier,CNN model to detect leaf diseases from photos.,"{""Deep Learning"",""Python""}",academic,2026,2026-08-19 06:48:00
fd397fe7-b819-b15d-4f96-8a84a0d44d24,9490029d-3e1e-0693-c960-b8514d696e19,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",academic,2025,2026-09-09 04:18:00
96bf02dd-52f6-af5a-b2a0-f8512121cc4f,71c966b3-9eb0-3954-a83d-b2dfe4aa212a,E-commerce Store,"Full-stack store with cart, checkout and admin dashboard.","{""React"",""Node.js"",""SQL""}",competition,2026,2026-08-30 00:38:00
da1eb729-078e-be4e-0b80-79d7114c440d,71c966b3-9eb0-3954-a83d-b2dfe4aa212a,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",competition,2026,2026-08-30 00:38:00
79f633e8-ade8-1084-ef29-f4137fdae666,71c966b3-9eb0-3954-a83d-b2dfe4aa212a,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",academic,2025,2026-08-30 00:38:00
ba68e69f-2c8b-2151-e179-2fcde658eb6a,71c966b3-9eb0-3954-a83d-b2dfe4aa212a,Club Management Web App,Web app for a student club to manage members and events.,"{""JavaScript"",""Flask"",""SQL"",""Teamwork""}",academic,2025,2026-08-30 00:38:00
06bf1fb7-0e2b-d8c9-ee66-2c46057d4e28,0843280a-07ac-a3fe-a73a-366e43577225,Plant Disease Image Classifier,CNN model to detect leaf diseases from photos.,"{""Deep Learning"",""Python""}",academic,2026,2026-08-12 11:01:00
04a1dd66-bce8-8f22-af00-1605ae93b319,0843280a-07ac-a3fe-a73a-366e43577225,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",competition,2026,2026-08-12 11:01:00
b38adf82-6e02-0a88-200f-8ed9b2086418,0843280a-07ac-a3fe-a73a-366e43577225,Sentiment Analysis of Product Reviews,Classified Shopee product reviews using NLP techniques.,"{""Python"",""Natural Language Processing"",""Machine Learning""}",personal,2026,2026-08-12 11:01:00
ad8f6932-eeb6-87c3-b8a6-ebf6f3d54f3e,7fb866b2-0573-3d10-1d3e-be5bf3fac150,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",competition,2026,2026-08-08 11:53:00
c4ddfe54-917c-4f11-b81e-d083929614b5,7fb866b2-0573-3d10-1d3e-be5bf3fac150,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",personal,2026,2026-08-08 11:53:00
397e241d-fe08-a540-ef7e-1940f5687574,343c1752-3caa-a31e-13d3-c72682d33948,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",academic,2025,2026-07-11 06:54:00
ac852cc7-5eb0-0e6f-97d2-030097f31baf,b0a6e457-0620-5f4a-6e71-8848d577c131,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",internship,2023,2026-09-05 03:04:00
968c77f1-b8f7-ef48-8238-03582d3dab8a,b0a6e457-0620-5f4a-6e71-8848d577c131,Student Performance Predictor,Predicted at-risk students from academic records.,"{""Machine Learning"",""Data Analysis"",""R""}",academic,2026,2026-09-05 03:04:00
32d5ad87-21bd-1db7-4858-73c17f297630,cdbb6c1f-5a8d-785e-f7eb-a7e91dd07ec8,Customer Churn Analysis,Cleaned and analysed telco customer data to identify churn drivers.,"{""Python"",""Data Analysis"",""Statistical Analysis""}",academic,2026,2026-08-11 14:20:00
55525e11-b469-3821-c7ca-7ddc171acd35,c610024b-20c8-667f-b46f-014565e92e49,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",academic,2026,2026-09-02 05:30:00
c2b579c2-910f-445d-d6f3-4d9bb918a6e8,4a8e9dd2-6067-9824-78ad-b1829381ebb3,Customer Churn Analysis,Cleaned and analysed telco customer data to identify churn drivers.,"{""Python"",""Data Analysis"",""Statistical Analysis""}",personal,2026,2026-09-10 18:30:00
d5963842-567e-8c74-bd92-232a4fbb831a,4a8e9dd2-6067-9824-78ad-b1829381ebb3,Covid-19 Malaysia Data Explorer,Exploratory analysis of public MOH datasets with SQL and charts.,"{""SQL"",""Python"",""Data Visualisation""}",academic,2025,2026-09-10 18:30:00
44a524d9-016d-26d9-df15-e6676812a17c,4a8e9dd2-6067-9824-78ad-b1829381ebb3,Retail Inventory Report Automation,Automated weekly inventory reporting from a SQL database.,"{""SQL"",""Excel""}",competition,2026,2026-09-10 18:30:00
df0fea06-bcbd-6eeb-ceab-2f76f776f4e8,b3932fb8-4fd4-c793-016f-2931fa1b1bac,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",competition,2026,2026-08-28 20:17:00
f151ff15-a46e-e99e-ae4e-d89fd659d69f,ab6d9aa8-aaef-dbe1-d674-998a6a97cbce,Plant Disease Image Classifier,CNN model to detect leaf diseases from photos.,"{""Deep Learning"",""Python""}",academic,2026,2026-07-19 18:06:00
44f4d74f-c629-9ca6-6d07-67746bc5bcd4,60beb85d-9053-317b-5f4d-ec1d52af891a,Student Performance Predictor,Predicted at-risk students from academic records.,"{""Machine Learning"",""Data Analysis"",""R""}",competition,2023,2026-09-19 21:14:00
ec1f5d97-2a98-3090-831f-d30229fd9b08,60beb85d-9053-317b-5f4d-ec1d52af891a,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",competition,2023,2026-09-19 21:14:00
a25580ef-bdf7-f8f0-4236-d2f96ccb9163,a5448d55-13c7-f140-ea22-4efd65ef2c84,Retail Inventory Report Automation,Automated weekly inventory reporting from a SQL database.,"{""SQL"",""Excel""}",academic,2026,2026-07-06 16:12:00
55c6b8d6-b647-2ba8-793a-650cc7efd8e2,a5448d55-13c7-f140-ea22-4efd65ef2c84,Customer Churn Analysis,Cleaned and analysed telco customer data to identify churn drivers.,"{""Python"",""Data Analysis"",""Statistical Analysis""}",competition,2026,2026-07-06 16:12:00
2d78f04b-df93-55ac-ec85-66f0282f0aa6,8e72d17c-48ac-dcf8-f92d-edcdc05afd94,Linux Server Monitoring Scripts,"Bash scripts to monitor CPU, memory and disk usage.","{""Linux""}",academic,2025,2026-07-17 21:55:00
2c19ee3d-a7fc-1bad-76ca-1cbec34fb3a9,8e72d17c-48ac-dcf8-f92d-edcdc05afd94,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",competition,2025,2026-07-17 21:55:00
754f595f-12f6-38e6-b197-603ca45c7178,ddf7d263-6806-5678-ad47-8200ae991937,Linux Server Monitoring Scripts,"Bash scripts to monitor CPU, memory and disk usage.","{""Linux""}",academic,2025,2026-07-10 23:14:00
71d60744-b06f-0681-4b98-42c557aa5681,ddf7d263-6806-5678-ad47-8200ae991937,Linux Server Monitoring Scripts,"Bash scripts to monitor CPU, memory and disk usage.","{""Linux""}",academic,2025,2026-07-10 23:14:00
23d86a4f-c2e6-0c05-0926-8f85982c7129,ddf7d263-6806-5678-ad47-8200ae991937,Retail Inventory Report Automation,Automated weekly inventory reporting from a SQL database.,"{""SQL"",""Excel""}",academic,2025,2026-07-10 23:14:00
104c9b6e-eadf-1b58-d4a8-4169bbbbfd67,1e9d8b00-ca0d-e08e-ba90-2275c72bf2e8,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",academic,2024,2026-07-03 02:53:00
3e72e402-3a43-17a1-352d-ed780f94db38,1e9d8b00-ca0d-e08e-ba90-2275c72bf2e8,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",competition,2025,2026-07-03 02:53:00
ba09a484-556e-d0d1-4e65-3eee251dd64e,4dfcf384-ac48-2af2-6e98-8798c2ac0d6d,CTF Team Participation,Solved web and forensics challenges in a university CTF.,"{""Linux"",""Problem Solving"",""Teamwork""}",academic,2026,2026-09-07 15:14:00
c33ffef7-64bf-2e8c-9033-89b46ce052ef,4dfcf384-ac48-2af2-6e98-8798c2ac0d6d,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",personal,2026,2026-09-07 15:14:00
cc5015cf-7c81-ed5a-ce5a-43726574708d,d30606ae-69ed-5072-bb81-c774c67651b3,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",personal,2026,2026-08-09 04:35:00
fee33607-6fec-cac2-90d2-abfe0425c430,d30606ae-69ed-5072-bb81-c774c67651b3,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",academic,2026,2026-08-09 04:35:00
a266530e-5570-cefc-9327-1b56485b841f,d30606ae-69ed-5072-bb81-c774c67651b3,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",competition,2026,2026-08-09 04:35:00
20c13845-025f-c70f-9088-44002d675be3,e9ccedab-81b7-4f35-2cd3-248df8205c5f,Secure Login Module,"Implemented hashing, rate limiting and MFA for a web login.","{""Python"",""Flask"",""SQL""}",internship,2024,2026-07-17 01:41:00
5420d149-4d15-6c62-a8cc-6e3bbae3438e,6a4279c3-fbbe-0e9d-76e5-1a1279c6c757,Serverless Image Resizer,Built an event-driven image pipeline on AWS Lambda and S3.,"{""AWS"",""Cloud Computing"",""Python""}",academic,2026,2026-09-08 00:01:00
53f42383-21b7-8e70-e647-bcfcc2886352,6a4279c3-fbbe-0e9d-76e5-1a1279c6c757,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",competition,2026,2026-09-08 00:01:00
52696eeb-77cf-1eb6-79fe-e842e4cc7065,65c65e05-2ebf-af4c-8135-92e7f8c00141,Home Network Vulnerability Scan,Scanned and hardened a home lab network; documented findings.,"{""Linux"",""Research Skills""}",competition,2026,2026-07-20 08:13:00
ab09ec62-8e46-1d8b-b555-d6ee40571cf3,65c65e05-2ebf-af4c-8135-92e7f8c00141,Club Management Web App,Web app for a student club to manage members and events.,"{""JavaScript"",""Flask"",""SQL"",""Teamwork""}",academic,2025,2026-07-20 08:13:00
a48687d4-cb29-5e19-d694-a5279720b88f,7cbff645-cb61-716c-dd91-cf6bb1020282,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",internship,2023,2026-09-17 05:26:00
b1f0b429-d54f-bd02-3976-c6377e9716ad,0413d049-52a0-628b-2b25-a58af5953b2e,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",academic,2024,2026-09-04 08:54:00
c42c40ce-24ec-755d-683a-755ef23e9b0b,771d030f-3955-b110-fc2e-0301d232231d,Phishing Email Detector,Rule-based and ML approach to flag phishing emails.,"{""Python"",""Machine Learning""}",competition,2026,2026-09-18 23:56:00
5bbccb30-c124-b471-b64d-158c0d8f808d,771d030f-3955-b110-fc2e-0301d232231d,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",academic,2026,2026-09-18 23:56:00
565fa125-eb85-105d-9cfa-2010ff51cc96,dbfeed4a-5ff5-40ca-9038-ab45916d9a42,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",competition,2025,2026-09-19 02:00:00
b6caf840-12ad-bc1b-51ff-def6b6608a31,524ec63c-1ab4-9e05-7dc1-dda00619feb0,Retail Inventory Report Automation,Automated weekly inventory reporting from a SQL database.,"{""SQL"",""Excel""}",academic,2024,2026-08-07 08:20:00
ec0dd9ba-0b94-729c-03fd-e24e9ceeaf74,524ec63c-1ab4-9e05-7dc1-dda00619feb0,CI/CD Pipeline for Web App,"Automated build, test and deploy with GitHub Actions and Docker.","{""Docker"",""Git"",""Linux""}",competition,2026,2026-08-07 08:20:00
919cf735-0b33-b7a0-5163-4a91b993b65f,8974e16a-2ef0-963c-1106-2a357d10bf9f,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",academic,2025,2026-08-07 03:18:00
7647f43f-59a1-4829-2cef-781debfdb100,8974e16a-2ef0-963c-1106-2a357d10bf9f,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",academic,2026,2026-08-07 03:18:00
2ba321ef-7a14-cf98-611e-6047790a474e,ee7ae3bb-5034-0715-1706-c3cdda440dee,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",internship,2026,2026-07-26 14:08:00
72847156-2e8c-a6bf-9268-b5df95bb6e09,ee7ae3bb-5034-0715-1706-c3cdda440dee,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",academic,2026,2026-07-26 14:08:00
15c33fae-fce1-76a1-56fb-9a22e2b6ef5d,ee7ae3bb-5034-0715-1706-c3cdda440dee,Linux Server Monitoring Scripts,"Bash scripts to monitor CPU, memory and disk usage.","{""Linux""}",competition,2025,2026-07-26 14:08:00
64c40063-ad68-53c6-4cd3-a6a49fc08086,ee7ae3bb-5034-0715-1706-c3cdda440dee,Covid-19 Malaysia Data Explorer,Exploratory analysis of public MOH datasets with SQL and charts.,"{""SQL"",""Python"",""Data Visualisation""}",academic,2024,2026-07-26 14:08:00
f2e20d2f-caf3-c094-b61e-d8af4ad76a0d,ee7ae3bb-5034-0715-1706-c3cdda440dee,Retail Inventory Report Automation,Automated weekly inventory reporting from a SQL database.,"{""SQL"",""Excel""}",academic,2025,2026-07-26 14:08:00
97a182a2-d606-be66-a2a2-d1a66508f5c4,3baada26-af83-8c06-caa5-d22a6ed7149f,Azure-hosted Student Portal,Deployed a web portal to Azure App Service with a managed database.,"{""Azure"",""Cloud Computing"",""SQL""}",academic,2024,2026-08-12 06:20:00
403e3ee2-6d30-a1b9-37df-c57149102c10,3baada26-af83-8c06-caa5-d22a6ed7149f,CI/CD Pipeline for Web App,"Automated build, test and deploy with GitHub Actions and Docker.","{""Docker"",""Git"",""Linux""}",competition,2026,2026-08-12 06:20:00
aefbe3b3-f7d7-f5c0-e3fb-7b87a7a3bc7a,3baada26-af83-8c06-caa5-d22a6ed7149f,Serverless Image Resizer,Built an event-driven image pipeline on AWS Lambda and S3.,"{""AWS"",""Cloud Computing"",""Python""}",competition,2024,2026-08-12 06:20:00
25ca147f-fe33-ebd7-e8e9-1639c69aa024,392c5f42-3f20-3c22-7947-7aa80f1c0455,CTF Team Participation,Solved web and forensics challenges in a university CTF.,"{""Linux"",""Problem Solving"",""Teamwork""}",internship,2025,2026-09-10 13:59:00
506801b9-c22a-899a-71b3-1c9198063af9,392c5f42-3f20-3c22-7947-7aa80f1c0455,Phishing Email Detector,Rule-based and ML approach to flag phishing emails.,"{""Python"",""Machine Learning""}",competition,2024,2026-09-10 13:59:00
e5de9e28-53ba-140f-321e-246255a0db97,39bbab8a-b281-738e-d7c7-d8e6a495430e,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",academic,2025,2026-07-30 14:12:00
f7bd7750-9a76-50dd-720f-228807609502,39bbab8a-b281-738e-d7c7-d8e6a495430e,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",academic,2026,2026-07-30 14:12:00
cdfc9ce7-6330-0ee1-0aaa-3c511cd97b17,39bbab8a-b281-738e-d7c7-d8e6a495430e,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",academic,2024,2026-07-30 14:12:00
36df253c-ac98-c942-b093-71b5d53ae164,39bbab8a-b281-738e-d7c7-d8e6a495430e,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",academic,2025,2026-07-30 14:12:00
a0493ed9-a5d8-3148-0deb-083b76ba4572,39bbab8a-b281-738e-d7c7-d8e6a495430e,Club Management Web App,Web app for a student club to manage members and events.,"{""JavaScript"",""Flask"",""SQL"",""Teamwork""}",academic,2025,2026-07-30 14:12:00
8a09c8b4-c0f2-b34e-7365-949b777028e6,7d10257c-b3f4-5487-f3bf-de5f8f16fac0,CI/CD Pipeline for Web App,"Automated build, test and deploy with GitHub Actions and Docker.","{""Docker"",""Git"",""Linux""}",academic,2026,2026-08-16 12:01:00
fb932692-dc16-0e3d-eb15-9f5b81a05782,7d10257c-b3f4-5487-f3bf-de5f8f16fac0,Sentiment Analysis of Product Reviews,Classified Shopee product reviews using NLP techniques.,"{""Python"",""Natural Language Processing"",""Machine Learning""}",academic,2025,2026-08-16 12:01:00
97eaf79c-20dd-c8b1-af0f-134e02a29fcc,7fffa983-0811-90e9-fa1d-8ded7dc807a2,Weather Dashboard,Front-end app consuming a public weather API with charts.,"{""JavaScript"",""Data Visualisation""}",personal,2024,2026-08-30 22:05:00
10fb436c-6ad5-401e-07e9-fb0b998deba3,1227b7ac-cdca-6bef-dbd3-4a948a996027,Club Management Web App,Web app for a student club to manage members and events.,"{""JavaScript"",""Flask"",""SQL"",""Teamwork""}",academic,2025,2026-07-19 11:19:00
64ad2b39-4702-fe75-5e98-efdf0a3a1171,1227b7ac-cdca-6bef-dbd3-4a948a996027,Weather Dashboard,Front-end app consuming a public weather API with charts.,"{""JavaScript"",""Data Visualisation""}",academic,2026,2026-07-19 11:19:00
4ee26290-eb59-003a-53bc-06119af4ab8a,1227b7ac-cdca-6bef-dbd3-4a948a996027,E-commerce Store,"Full-stack store with cart, checkout and admin dashboard.","{""React"",""Node.js"",""SQL""}",academic,2026,2026-07-19 11:19:00
f4585d04-0476-fc34-9dc5-9ddb8aad970f,c2978392-5c80-7220-1f77-765f2e5ce13a,Sentiment Analysis of Product Reviews,Classified Shopee product reviews using NLP techniques.,"{""Python"",""Natural Language Processing"",""Machine Learning""}",personal,2024,2026-07-15 03:43:00
6809f986-d86a-f8f9-3f06-8051187eb974,c2978392-5c80-7220-1f77-765f2e5ce13a,Club Management Web App,Web app for a student club to manage members and events.,"{""JavaScript"",""Flask"",""SQL"",""Teamwork""}",personal,2024,2026-07-15 03:43:00
38684ee5-eae9-81cb-2c6d-523be4529643,c2978392-5c80-7220-1f77-765f2e5ce13a,E-commerce Store,"Full-stack store with cart, checkout and admin dashboard.","{""React"",""Node.js"",""SQL""}",competition,2024,2026-07-15 03:43:00
d139e6d8-44e0-1371-19fc-9448c5d899df,0c485217-5d54-9496-61a6-51c5faaa53fc,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",academic,2024,2026-09-18 08:44:00
b924312e-5e72-3c24-c2c7-bd498dae27d7,0c485217-5d54-9496-61a6-51c5faaa53fc,E-commerce Store,"Full-stack store with cart, checkout and admin dashboard.","{""React"",""Node.js"",""SQL""}",academic,2025,2026-09-18 08:44:00
dbdcfb3d-29d4-056e-10f4-55e5fdb3e9a9,e22f3884-1f90-71b1-95eb-44d98459f302,Club Management Web App,Web app for a student club to manage members and events.,"{""JavaScript"",""Flask"",""SQL"",""Teamwork""}",academic,2024,2026-09-04 10:14:00
54842b4d-4f4c-ea72-e493-c4152a4bf5dc,7c8c9267-3c55-ad3a-4ed9-92e01e4415f4,CTF Team Participation,Solved web and forensics challenges in a university CTF.,"{""Linux"",""Problem Solving"",""Teamwork""}",academic,2024,2026-09-01 22:31:00
31372ca1-ec2c-4f79-d249-38d2000df764,7c8c9267-3c55-ad3a-4ed9-92e01e4415f4,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",academic,2026,2026-09-01 22:31:00
7b98ac6e-1ac6-e2bf-00b3-647856516ab6,cdba8621-da62-a307-d753-ba9908087cc4,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",competition,2025,2026-08-30 07:28:00
a89e4fa6-ae2b-cab8-551f-e4f725d69a97,cdba8621-da62-a307-d753-ba9908087cc4,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",academic,2024,2026-08-30 07:28:00
972a355c-fe5e-9b1c-875b-2fe1e3bbeeb7,cdba8621-da62-a307-d753-ba9908087cc4,Personal Portfolio Website,Responsive portfolio site built with React.,"{""React"",""JavaScript""}",academic,2026,2026-08-30 07:28:00
974a25a0-b817-68f8-f6d2-0b487477c444,cdba8621-da62-a307-d753-ba9908087cc4,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",personal,2023,2026-08-30 07:28:00
c1df5a89-ecba-0cb1-fdb9-9dc17a8b737a,c229a415-cb5f-8951-c534-f723c75694ac,Phishing Email Detector,Rule-based and ML approach to flag phishing emails.,"{""Python"",""Machine Learning""}",competition,2024,2026-07-23 12:52:00
1a8385f9-6eb1-de50-c1ba-c834caec1d2d,c229a415-cb5f-8951-c534-f723c75694ac,"Mcgee, Sales Dashboard",Built an interactive dashboard to track monthly sales KPIs.,"{""Power BI"",""Excel"",""Data Visualisation""}",academic,2025,2026-07-23 12:52:00
4c2bfa96-a86c-1d88-8d67-e82ce8048c91,b226f24a-230d-27b8-ff97-588ef6cdd0d1,E-commerce Store,"Full-stack store with cart, checkout and admin dashboard.","{""React"",""Node.js"",""SQL""}",academic,2025,2026-08-05 20:36:00
17ccb76c-6b90-5645-e0c2-442eeb38fcdf,b226f24a-230d-27b8-ff97-588ef6cdd0d1,Retail Inventory Report Automation,Automated weekly inventory reporting from a SQL database.,"{""SQL"",""Excel""}",academic,2025,2026-08-05 20:36:00
fa2d0e68-533a-83b3-5e66-d8fade69c076,6b93cfe0-b4f7-af31-1fe8-fbe4e3bab56c,Customer Churn Analysis,Cleaned and analysed telco customer data to identify churn drivers.,"{""Python"",""Data Analysis"",""Statistical Analysis""}",academic,2025,2026-07-01 12:54:00
db95e988-3398-b604-a9c2-371e71836f01,6b93cfe0-b4f7-af31-1fe8-fbe4e3bab56c,Retail Inventory Report Automation,Automated weekly inventory reporting from a SQL database.,"{""SQL"",""Excel""}",competition,2026,2026-07-01 12:54:00
3585ac00-d3c8-74bd-3223-9f5d2dec9b01,c2cb0bc7-f032-9337-a10d-27dcbf153b90,E-commerce Store,"Full-stack store with cart, checkout and admin dashboard.","{""React"",""Node.js"",""SQL""}",academic,2026,2026-09-08 14:42:00
9e5f992d-39c2-9259-7310-453da962a21a,c2cb0bc7-f032-9337-a10d-27dcbf153b90,Club Management Web App,Web app for a student club to manage members and events.,"{""JavaScript"",""Flask"",""SQL"",""Teamwork""}",personal,2024,2026-09-08 14:42:00
fe24fcd4-46bc-55db-ae6c-3a9b2a257ecc,d1138946-bcd4-2854-b663-0e4c94a64978,Serverless Image Resizer,Built an event-driven image pipeline on AWS Lambda and S3.,"{""AWS"",""Cloud Computing"",""Python""}",academic,2025,2026-09-07 16:54:00
aa35b738-c67a-56e3-06fe-8fcfc7b13265,d1138946-bcd4-2854-b663-0e4c94a64978,CI/CD Pipeline for Web App,"Automated build, test and deploy with GitHub Actions and Docker.","{""Docker"",""Git"",""Linux""}",academic,2024,2026-09-07 16:54:00
a5d274e8-8740-108c-300c-0f07c38bdbdd,681f9515-0d93-d08b-7842-cbc6a0011ba6,Phishing Email Detector,Rule-based and ML approach to flag phishing emails.,"{""Python"",""Machine Learning""}",personal,2026,2026-09-18 04:03:00
b2574bf7-2439-6800-10c6-9c57ac49b6e2,681f9515-0d93-d08b-7842-cbc6a0011ba6,Secure Login Module,"Implemented hashing, rate limiting and MFA for a web login.","{""Python"",""Flask"",""SQL""}",academic,2024,2026-09-18 04:03:00
fdcdd45c-53d3-2d79-f632-090ac22664f4,3d231e3b-4a97-a245-da5b-f081fe3d81d8,House Price Prediction,Trained regression models to predict Klang Valley property prices.,"{""Python"",""Machine Learning"",""Statistical Analysis""}",competition,2026,2026-08-15 15:37:00
dd3024fc-b864-aaf7-8d73-e7aac766dd63,3d231e3b-4a97-a245-da5b-f081fe3d81d8,Plant Disease Image Classifier,CNN model to detect leaf diseases from photos.,"{""Deep Learning"",""Python""}",competition,2026,2026-08-15 15:37:00
ff4ca29e-06cd-3e3b-d202-6202356d9896,3d231e3b-4a97-a245-da5b-f081fe3d81d8,Sentiment Analysis of Product Reviews,Classified Shopee product reviews using NLP techniques.,"{""Python"",""Natural Language Processing"",""Machine Learning""}",academic,2024,2026-08-15 15:37:00
8df5b9a0-e577-e1b6-4dd3-59823dfa45fa,dff4cc91-3164-6c14-f1a0-051f0acae683,Inventory Tracker CLI,Command-line tool for small-business stock tracking.,"{""C++"",""Git""}",academic,2025,2026-09-05 15:56:00
c1cb8d69-8fa7-bdec-e5a6-1a06a8422325,91c98ab6-4f41-8193-e328-9c3a801cbac1,Weather Dashboard,Front-end app consuming a public weather API with charts.,"{""JavaScript"",""Data Visualisation""}",academic,2025,2026-07-25 12:41:00
a9e0917f-e324-f5db-6850-18bff5c3e7f5,91c98ab6-4f41-8193-e328-9c3a801cbac1,Covid-19 Malaysia Data Explorer,Exploratory analysis of public MOH datasets with SQL and charts.,"{""SQL"",""Python"",""Data Visualisation""}",academic,2026,2026-07-25 12:41:00
cc7570cc-8e32-ebbf-04fb-7e52583475e1,0c443b8c-0686-34e7-dabd-385cd2c569ab,Food Delivery Backend,"Microservice backend for order handling, containerised with Docker.","{""Node.js"",""Docker"",""SQL""}",competition,2026,2026-08-19 03:00:00
293572d3-fb63-33cb-0c35-bf2dec4fa141,0c443b8c-0686-34e7-dabd-385cd2c569ab,Campus Event Booking API,REST API for booking campus events with authentication.,"{""Python"",""FastAPI"",""SQL"",""Git""}",personal,2026,2026-08-19 03:00:00
acb4b5c3-8623-a5ca-efc3-584265b411ed,0c443b8c-0686-34e7-dabd-385cd2c569ab,Library Management System,Desktop system for book loans and returns with a relational database.,"{""Java"",""SQL""}",academic,2026,2026-08-19 03:00:00
df9a7704-adc2-5f16-64b3-0768fdfd984e,fef44a33-ae78-dd3f-8b23-96072d5e114d,Secure Login Module,"Implemented hashing, rate limiting and MFA for a web login.","{""Python"",""Flask"",""SQL""}",academic,2024,2026-07-31 04:32:00
1adac950-efe3-155d-7281-1822fd26ce31,fef44a33-ae78-dd3f-8b23-96072d5e114d,Torres Sales Dashboard,Built an interactive dashboard to track monthly sales KPIs.,"{""Power BI"",""Excel"",""Data Visualisation""}",academic,2026,2026-07-31 04:32:00
